Top 100 Frequent Words Per Year
============================================================

Year: 1985 (Total Docs: 1835)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
24    | 高                              | 51870      | 15.76          
25    | 网                              | 49562      | 15.06          
26    | 均                              | 49155      | 14.94          
27    | 简单                             | 48488      | 14.73          
28    | 表面                             | 46698      | 14.19          
29    | 两个                             | 46570      | 14.15          
30    | 操作                             | 44472      | 13.51          
31    | 方向                             | 44191      | 13.43          
32    | 检测                             | 43821      | 13.31          
33    | 时间                             | 43776      | 13.30          
34    | 来源                             | 42331      | 12.86          
35    | 一端                             | 41459      | 12.60          
36    | 输出                             | 40530      | 12.31          
37    | 端                              | 40176      | 12.21          
38    | 温度                             | 39387      | 11.97          
39    | 多个                             | 39009      | 11.85          
40    | 出                              | 38846      | 11.80          
41    | 信息                             | 38840      | 11.80          
42    | 设备                             | 38794      | 11.79          
43    | 降低                             | 38423      | 11.67          
44    | 依次                             | 38378      | 11.66          
45    | 质量                             | 37855      | 11.50          
46    | 号                              | 37312      | 11.34          
47    | 接收                             | 36911      | 11.22          
48    | 至少                             | 36623      | 11.13          
49    | 效果                             | 36515      | 11.09          
50    | 混合                             | 35528      | 10.79          
51    | 获取                             | 35247      | 10.71          
52    | 计算                             | 35084      | 10.66          
53    | 驱动                             | 34995      | 10.63          
54    | 信号                             | 34829      | 10.58          
55    | 更                              | 34180      | 10.39          
56    | 公众                             | 33876      | 10.29          
57    | 解决                             | 33837      | 10.28          
58    | 板                              | 32362      | 9.83           
59    | 均匀                             | 32302      | 9.81           
60    | 状态                             | 32184      | 9.78           
61    | 另一端                            | 31517      | 9.58           
62    | 方式                             | 31430      | 9.55           
63    | 调节                             | 31195      | 9.48           
64    | 底部                             | 31088      | 9.45           
65    | 工作                             | 30558      | 9.28           
66    | 效率                             | 30469      | 9.26           
67    | 值                              | 30397      | 9.24           
68    | 搜索                             | 30190      | 9.17           
69    | 机构                             | 29845      | 9.07           
70    | 条件                             | 29755      | 9.04           
71    | 大于                             | 29248      | 8.89           
72    | 现有                             | 29197      | 8.87           
73    | 输入                             | 29099      | 8.84           
74    | 内部                             | 28821      | 8.76           
75    | 材料                             | 28775      | 8.74           
76    | 孔                              | 27708      | 8.42           
77    | 两端                             | 27701      | 8.42           
78    | 两侧                             | 27333      | 8.30           
79    | 外                              | 27252      | 8.28           
80    | 生产                             | 26946      | 8.19           
81    | 作用                             | 26809      | 8.15           
82    | 工艺                             | 26760      | 8.13           
83    | 式                              | 26683      | 8.11           
84    | 相连                             | 26612      | 8.09           
85    | 判断                             | 26504      | 8.05           
86    | 保证                             | 26262      | 7.98           
87    | 模块                             | 26251      | 7.98           
88    | 低                              | 26062      | 7.92           
89    | 处                              | 25955      | 7.89           
90    | 重量                             | 25872      | 7.86           
91    | 性能                             | 25522      | 7.75           
92    | 中心                             | 25069      | 7.62           
93    | 搅拌                             | 24671      | 7.50           
94    | 用户                             | 24646      | 7.49           
95    | 自动                             | 24570      | 7.47           
96    | 单元                             | 24473      | 7.44           
97    | 小于                             | 24194      | 7.35           
98    | 轴                              | 24084      | 7.32           
99    | 层                              | 24013      | 7.30           
100   | 水                              | 23952      | 7.28           

Year: 2016 (Total Docs: 392197)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 234302     | 59.74          
2     | 设置                             | 138761     | 35.38          
3     | 之间                             | 124871     | 31.84          
4     | 时                              | 117693     | 30.01          
5     | 第一                             | 108067     | 27.55          
6     | 克                              | 94129      | 24.00          
7     | 马                              | 93456      | 23.83          
8     | 固定                             | 93172      | 23.76          
9     | 提高                             | 93151      | 23.75          
10    | 数据网                            | 93004      | 23.71          
11    | 采用                             | 89844      | 22.91          
12    | 数据                             | 89718      | 22.88          
13    | 控制                             | 88600      | 22.59          
14    | 马克                             | 85577      | 21.82          
15    | 技术                             | 85224      | 21.73          
16    | 设有                             | 81820      | 20.86          
17    | 安装                             | 79816      | 20.35          
18    | 领域                             | 73585      | 18.76          
19    | 数                              | 69220      | 17.65          
20    | 位置                             | 68449      | 17.45          
21    | 制备                             | 67647      | 17.25          
22    | 均                              | 65758      | 16.77          
23    | 利用                             | 62919      | 16.04          
24    | 过程                             | 62674      | 15.98          
25    | 高                              | 60956      | 15.54          
26    | 两个                             | 60819      | 15.51          
27    | 网                              | 58937      | 15.03          
28    | 表面                             | 58695      | 14.97          
29    | 方向                             | 57026      | 14.54          
30    | 简单                             | 56179      | 14.32          
31    | 一端                             | 55222      | 14.08          
32    | 检测                             | 52976      | 13.51          
33    | 端                              | 52447      | 13.37          
34    | 操作                             | 52154      | 13.30          
35    | 时间                             | 51677      | 13.18          
36    | 输出                             | 51640      | 13.17          
37    | 来源                             | 50411      | 12.85          
38    | 多个                             | 49688      | 12.67          
39    | 依次                             | 48403      | 12.34          
40    | 设备                             | 47602      | 12.14          
41    | 信息                             | 46636      | 11.89          
42    | 驱动                             | 46098      | 11.75          
43    | 出                              | 45967      | 11.72          
44    | 板                              | 45847      | 11.69          
45    | 获取                             | 45660      | 11.64          
46    | 温度                             | 45241      | 11.54          
47    | 效果                             | 45231      | 11.53          
48    | 降低                             | 44975      | 11.47          
49    | 至少                             | 44201      | 11.27          
50    | 号                              | 43933      | 11.20          
51    | 质量                             | 43505      | 11.09          
52    | 计算                             | 43444      | 11.08          
53    | 接收                             | 43084      | 10.99          
54    | 底部                             | 42188      | 10.76          
55    | 信号                             | 41730      | 10.64          
56    | 机构                             | 41712      | 10.64          
57    | 解决                             | 41543      | 10.59          
58    | 更                              | 41028      | 10.46          
59    | 另一端                            | 40795      | 10.40          
60    | 状态                             | 40337      | 10.28          
61    | 公众                             | 39931      | 10.18          
62    | 混合                             | 39929      | 10.18          
63    | 两侧                             | 39079      | 9.96           
64    | 调节                             | 38867      | 9.91           
65    | 均匀                             | 38578      | 9.84           
66    | 方式                             | 38427      | 9.80           
67    | 效率                             | 38381      | 9.79           
68    | 内部                             | 38366      | 9.78           
69    | 工作                             | 38017      | 9.69           
70    | 值                              | 36948      | 9.42           
71    | 大于                             | 36755      | 9.37           
72    | 孔                              | 36419      | 9.29           
73    | 两端                             | 36318      | 9.26           
74    | 搜索                             | 35861      | 9.14           
75    | 材料                             | 35130      | 8.96           
76    | 输入                             | 34704      | 8.85           
77    | 外                              | 34600      | 8.82           
78    | 条件                             | 34534      | 8.81           
79    | 电机                             | 33616      | 8.57           
80    | 现有                             | 33455      | 8.53           
81    | 处                              | 33291      | 8.49           
82    | 相连                             | 33066      | 8.43           
83    | 作用                             | 32619      | 8.32           
84    | 模块                             | 32231      | 8.22           
85    | 轴                              | 32155      | 8.20           
86    | 槽                              | 31788      | 8.11           
87    | 判断                             | 31690      | 8.08           
88    | 支撑                             | 31686      | 8.08           
89    | 保证                             | 31674      | 8.08           
90    | 式                              | 31646      | 8.07           
91    | 中心                             | 31565      | 8.05           
92    | 一侧                             | 31545      | 8.04           
93    | 旋转                             | 31531      | 8.04           
94    | 配合                             | 31258      | 7.97           
95    | 自动                             | 31173      | 7.95           
96    | 性能                             | 30762      | 7.84           
97    | 第三                             | 30720      | 7.83           
98    | 上方                             | 30696      | 7.83           
99    | 单元                             | 30468      | 7.77           
100   | 定位                             | 30403      | 7.75           

Year: 2017 (Total Docs: 377260)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 232171     | 61.54          
2     | 设置                             | 134733     | 35.71          
3     | 之间                             | 124812     | 33.08          
4     | 第一                             | 119729     | 31.74          
5     | 时                              | 118899     | 31.52          
6     | 提高                             | 94269      | 24.99          
7     | 数据                             | 91179      | 24.17          
8     | 固定                             | 91122      | 24.15          
9     | 克                              | 90016      | 23.86          
10    | 数据网                            | 89695      | 23.78          
11    | 马                              | 89474      | 23.72          
12    | 技术                             | 89328      | 23.68          
13    | 控制                             | 84199      | 22.32          
14    | 马克                             | 82567      | 21.89          
15    | 采用                             | 82387      | 21.84          
16    | 领域                             | 79550      | 21.09          
17    | 设有                             | 75868      | 20.11          
18    | 安装                             | 75104      | 19.91          
19    | 位置                             | 70793      | 18.77          
20    | 均                              | 67214      | 17.82          
21    | 数                              | 67029      | 17.77          
22    | 过程                             | 63734      | 16.89          
23    | 制备                             | 63385      | 16.80          
24    | 利用                             | 61820      | 16.39          
25    | 两个                             | 60863      | 16.13          
26    | 表面                             | 59282      | 15.71          
27    | 方向                             | 57047      | 15.12          
28    | 网                              | 56564      | 14.99          
29    | 一端                             | 55733      | 14.77          
30    | 高                              | 55244      | 14.64          
31    | 多个                             | 54344      | 14.40          
32    | 检测                             | 53343      | 14.14          
33    | 获取                             | 53320      | 14.13          
34    | 输出                             | 52932      | 14.03          
35    | 信息                             | 51348      | 13.61          
36    | 时间                             | 51260      | 13.59          
37    | 端                              | 51230      | 13.58          
38    | 操作                             | 50423      | 13.37          
39    | 设备                             | 50191      | 13.30          
40    | 简单                             | 48560      | 12.87          
41    | 来源                             | 48515      | 12.86          
42    | 板                              | 47220      | 12.52          
43    | 计算                             | 46562      | 12.34          
44    | 出                              | 46429      | 12.31          
45    | 依次                             | 46259      | 12.26          
46    | 至少                             | 46077      | 12.21          
47    | 驱动                             | 45790      | 12.14          
48    | 接收                             | 44880      | 11.90          
49    | 降低                             | 43923      | 11.64          
50    | 底部                             | 43576      | 11.55          
51    | 号                              | 42555      | 11.28          
52    | 效果                             | 42537      | 11.28          
53    | 状态                             | 41429      | 10.98          
54    | 解决                             | 41278      | 10.94          
55    | 内部                             | 40912      | 10.84          
56    | 信号                             | 40824      | 10.82          
57    | 两侧                             | 40281      | 10.68          
58    | 质量                             | 40219      | 10.66          
59    | 温度                             | 40084      | 10.63          
60    | 更                              | 40067      | 10.62          
61    | 另一端                            | 39936      | 10.59          
62    | 机构                             | 39841      | 10.56          
63    | 效率                             | 39133      | 10.37          
64    | 公众                             | 38882      | 10.31          
65    | 值                              | 38793      | 10.28          
66    | 大于                             | 38166      | 10.12          
67    | 方式                             | 38075      | 10.09          
68    | 混合                             | 36930      | 9.79           
69    | 调节                             | 36843      | 9.77           
70    | 均匀                             | 36356      | 9.64           
71    | 工作                             | 36187      | 9.59           
72    | 孔                              | 35798      | 9.49           
73    | 两端                             | 35324      | 9.36           
74    | 输入                             | 35082      | 9.30           
75    | 搜索                             | 34849      | 9.24           
76    | 一侧                             | 34763      | 9.21           
77    | 第三                             | 34583      | 9.17           
78    | 槽                              | 34308      | 9.09           
79    | 电机                             | 34004      | 9.01           
80    | 外                              | 33858      | 8.97           
81    | 条件                             | 33664      | 8.92           
82    | 处                              | 33661      | 8.92           
83    | 轴                              | 32887      | 8.72           
84    | 判断                             | 32866      | 8.71           
85    | 材料                             | 32839      | 8.70           
86    | 杆                              | 32837      | 8.70           
87    | 支撑                             | 32432      | 8.60           
88    | 配合                             | 32029      | 8.49           
89    | 现有                             | 31883      | 8.45           
90    | 中心                             | 31719      | 8.41           
91    | 小于                             | 31373      | 8.32           
92    | 作用                             | 31318      | 8.30           
93    | 保证                             | 31101      | 8.24           
94    | 上方                             | 30938      | 8.20           
95    | 预设                             | 30810      | 8.17           
96    | 模块                             | 30802      | 8.16           
97    | 块                              | 30713      | 8.14           
98    | 式                              | 30487      | 8.08           
99    | 旋转                             | 30185      | 8.00           
100   | 滑动                             | 29873      | 7.92           

Year: 2018 (Total Docs: 462930)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 288318     | 62.28          
2     | 设置                             | 169480     | 36.61          
3     | 之间                             | 158850     | 34.31          
4     | 第一                             | 157858     | 34.10          
5     | 时                              | 150854     | 32.59          
6     | 固定                             | 121946     | 26.34          
7     | 提高                             | 119140     | 25.74          
8     | 技术                             | 118567     | 25.61          
9     | 数据                             | 117022     | 25.28          
10    | 领域                             | 110766     | 23.93          
11    | 克                              | 110616     | 23.89          
12    | 数据网                            | 110184     | 23.80          
13    | 马                              | 110110     | 23.79          
14    | 控制                             | 101575     | 21.94          
15    | 马克                             | 101518     | 21.93          
16    | 采用                             | 100454     | 21.70          
17    | 安装                             | 97530      | 21.07          
18    | 均                              | 94026      | 20.31          
19    | 设有                             | 93298      | 20.15          
20    | 位置                             | 92881      | 20.06          
21    | 数                              | 83491      | 18.04          
22    | 两个                             | 82476      | 17.82          
23    | 过程                             | 81085      | 17.52          
24    | 利用                             | 78407      | 16.94          
25    | 一端                             | 76992      | 16.63          
26    | 表面                             | 76590      | 16.54          
27    | 获取                             | 74799      | 16.16          
28    | 制备                             | 74493      | 16.09          
29    | 多个                             | 73232      | 15.82          
30    | 输出                             | 72337      | 15.63          
31    | 方向                             | 71685      | 15.49          
32    | 板                              | 70029      | 15.13          
33    | 网                              | 69900      | 15.10          
34    | 设备                             | 68083      | 14.71          
35    | 信息                             | 67264      | 14.53          
36    | 检测                             | 66590      | 14.38          
37    | 端                              | 65759      | 14.20          
38    | 高                              | 65526      | 14.15          
39    | 时间                             | 64324      | 13.89          
40    | 计算                             | 61426      | 13.27          
41    | 内部                             | 60871      | 13.15          
42    | 操作                             | 60667      | 13.11          
43    | 出                              | 59668      | 12.89          
44    | 底部                             | 59634      | 12.88          
45    | 来源                             | 59327      | 12.82          
46    | 驱动                             | 57453      | 12.41          
47    | 依次                             | 57346      | 12.39          
48    | 两侧                             | 56316      | 12.17          
49    | 至少                             | 56117      | 12.12          
50    | 接收                             | 54697      | 11.82          
51    | 效果                             | 54090      | 11.68          
52    | 降低                             | 53689      | 11.60          
53    | 机构                             | 53422      | 11.54          
54    | 简单                             | 53284      | 11.51          
55    | 另一端                            | 52840      | 11.41          
56    | 解决                             | 52475      | 11.34          
57    | 号                              | 52066      | 11.25          
58    | 状态                             | 51973      | 11.23          
59    | 效率                             | 51269      | 11.07          
60    | 一侧                             | 51088      | 11.04          
61    | 更                              | 50719      | 10.96          
62    | 杆                              | 50460      | 10.90          
63    | 值                              | 49771      | 10.75          
64    | 槽                              | 48912      | 10.57          
65    | 大于                             | 48565      | 10.49          
66    | 两端                             | 48428      | 10.46          
67    | 调节                             | 48278      | 10.43          
68    | 方式                             | 48277      | 10.43          
69    | 信号                             | 48124      | 10.40          
70    | 电机                             | 47704      | 10.30          
71    | 温度                             | 47676      | 10.30          
72    | 公众                             | 47648      | 10.29          
73    | 质量                             | 47532      | 10.27          
74    | 滑动                             | 47221      | 10.20          
75    | 输入                             | 46418      | 10.03          
76    | 第三                             | 46413      | 10.03          
77    | 支撑                             | 46266      | 9.99           
78    | 孔                              | 46221      | 9.98           
79    | 块                              | 45252      | 9.78           
80    | 均匀                             | 45188      | 9.76           
81    | 外                              | 44993      | 9.72           
82    | 工作                             | 44452      | 9.60           
83    | 混合                             | 43679      | 9.44           
84    | 处                              | 43602      | 9.42           
85    | 轴                              | 43529      | 9.40           
86    | 搜索                             | 43219      | 9.34           
87    | 目标                             | 42751      | 9.23           
88    | 顶部                             | 42530      | 9.19           
89    | 预设                             | 42312      | 9.14           
90    | 判断                             | 41717      | 9.01           
91    | 配合                             | 41169      | 8.89           
92    | 上方                             | 41153      | 8.89           
93    | 条件                             | 41129      | 8.88           
94    | 中心                             | 40204      | 8.68           
95    | 生成                             | 40178      | 8.68           
96    | 参数                             | 39554      | 8.54           
97    | 材料                             | 39423      | 8.52           
98    | 小于                             | 39221      | 8.47           
99    | 作用                             | 39085      | 8.44           
100   | 现有                             | 38895      | 8.40           

Year: 2019 (Total Docs: 482283)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 311797     | 64.65          
2     | 设置                             | 165300     | 34.27          
3     | 第一                             | 161153     | 33.41          
4     | 之间                             | 161053     | 33.39          
5     | 时                              | 160217     | 33.22          
6     | 数据                             | 133531     | 27.69          
7     | 技术                             | 131404     | 27.25          
8     | 领域                             | 127311     | 26.40          
9     | 提高                             | 127208     | 26.38          
10    | 克                              | 115318     | 23.91          
11    | 马                              | 114909     | 23.83          
12    | 固定                             | 114460     | 23.73          
13    | 数据网                            | 114349     | 23.71          
14    | 采用                             | 105283     | 21.83          
15    | 马克                             | 105241     | 21.82          
16    | 控制                             | 103238     | 21.41          
17    | 位置                             | 96487      | 20.01          
18    | 获取                             | 94366      | 19.57          
19    | 安装                             | 93231      | 19.33          
20    | 均                              | 92733      | 19.23          
21    | 过程                             | 89775      | 18.61          
22    | 利用                             | 88565      | 18.36          
23    | 数                              | 88168      | 18.28          
24    | 两个                             | 83168      | 17.24          
25    | 设有                             | 82982      | 17.21          
26    | 信息                             | 80974      | 16.79          
27    | 输出                             | 79027      | 16.39          
28    | 多个                             | 78561      | 16.29          
29    | 制备                             | 77706      | 16.11          
30    | 设备                             | 76425      | 15.85          
31    | 计算                             | 74997      | 15.55          
32    | 表面                             | 73639      | 15.27          
33    | 网                              | 73035      | 15.14          
34    | 方向                             | 72306      | 14.99          
35    | 检测                             | 71674      | 14.86          
36    | 时间                             | 71634      | 14.85          
37    | 一端                             | 69682      | 14.45          
38    | 高                              | 68100      | 14.12          
39    | 板                              | 64659      | 13.41          
40    | 出                              | 64370      | 13.35          
41    | 端                              | 64259      | 13.32          
42    | 操作                             | 62036      | 12.86          
43    | 来源                             | 61565      | 12.77          
44    | 至少                             | 60316      | 12.51          
45    | 接收                             | 59960      | 12.43          
46    | 内部                             | 59821      | 12.40          
47    | 值                              | 58313      | 12.09          
48    | 状态                             | 58003      | 12.03          
49    | 降低                             | 57992      | 12.02          
50    | 驱动                             | 57456      | 11.91          
51    | 目标                             | 57027      | 11.82          
52    | 依次                             | 56238      | 11.66          
53    | 效率                             | 55499      | 11.51          
54    | 输入                             | 55440      | 11.50          
55    | 效果                             | 55303      | 11.47          
56    | 号                              | 54979      | 11.40          
57    | 解决                             | 54154      | 11.23          
58    | 更                              | 53766      | 11.15          
59    | 方式                             | 53623      | 11.12          
60    | 底部                             | 53406      | 11.07          
61    | 大于                             | 52724      | 10.93          
62    | 机构                             | 52476      | 10.88          
63    | 两侧                             | 51834      | 10.75          
64    | 预设                             | 50858      | 10.55          
65    | 信号                             | 50700      | 10.51          
66    | 公众                             | 49962      | 10.36          
67    | 一侧                             | 49832      | 10.33          
68    | 生成                             | 49589      | 10.28          
69    | 质量                             | 49235      | 10.21          
70    | 温度                             | 48566      | 10.07          
71    | 判断                             | 48138      | 9.98           
72    | 参数                             | 48120      | 9.98           
73    | 滑动                             | 47920      | 9.94           
74    | 调节                             | 47753      | 9.90           
75    | 模型                             | 47268      | 9.80           
76    | 简单                             | 47183      | 9.78           
77    | 槽                              | 46973      | 9.74           
78    | 杆                              | 46288      | 9.60           
79    | 申请                             | 46112      | 9.56           
80    | 另一端                            | 45819      | 9.50           
81    | 工作                             | 45514      | 9.44           
82    | 搜索                             | 45477      | 9.43           
83    | 条件                             | 45455      | 9.42           
84    | 第三                             | 45137      | 9.36           
85    | 两端                             | 45076      | 9.35           
86    | 实施                             | 44938      | 9.32           
87    | 混合                             | 44149      | 9.15           
88    | 块                              | 44017      | 9.13           
89    | 均匀                             | 43556      | 9.03           
90    | 处                              | 43102      | 8.94           
91    | 小于                             | 42785      | 8.87           
92    | 电机                             | 42749      | 8.86           
93    | 外                              | 42733      | 8.86           
94    | 区域                             | 42706      | 8.85           
95    | 支撑                             | 42450      | 8.80           
96    | 轴                              | 41981      | 8.70           
97    | 情况                             | 41970      | 8.70           
98    | 孔                              | 41888      | 8.69           
99    | 模块                             | 41234      | 8.55           
100   | 材料                             | 41204      | 8.54           

Year: 2020 (Total Docs: 518979)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 332718     | 64.11          
2     | 设置                             | 189493     | 36.51          
3     | 第一                             | 184474     | 35.55          
4     | 之间                             | 181653     | 35.00          
5     | 时                              | 174852     | 33.69          
6     | 技术                             | 155171     | 29.90          
7     | 领域                             | 155134     | 29.89          
8     | 数据                             | 147119     | 28.35          
9     | 提高                             | 139766     | 26.93          
10    | 固定                             | 137909     | 26.57          
11    | 克                              | 124253     | 23.94          
12    | 数据网                            | 123912     | 23.88          
13    | 马                              | 123860     | 23.87          
14    | 马克                             | 114237     | 22.01          
15    | 安装                             | 113011     | 21.78          
16    | 采用                             | 110750     | 21.34          
17    | 均                              | 110221     | 21.24          
18    | 控制                             | 109019     | 21.01          
19    | 位置                             | 108580     | 20.92          
20    | 获取                             | 106567     | 20.53          
21    | 过程                             | 98653      | 19.01          
22    | 两个                             | 96149      | 18.53          
23    | 数                              | 95489      | 18.40          
24    | 利用                             | 95214      | 18.35          
25    | 输出                             | 93507      | 18.02          
26    | 设备                             | 91544      | 17.64          
27    | 设有                             | 90573      | 17.45          
28    | 多个                             | 89618      | 17.27          
29    | 信息                             | 86563      | 16.68          
30    | 一端                             | 85402      | 16.46          
31    | 板                              | 84172      | 16.22          
32    | 表面                             | 82823      | 15.96          
33    | 计算                             | 81530      | 15.71          
34    | 制备                             | 81503      | 15.70          
35    | 方向                             | 79555      | 15.33          
36    | 网                              | 79160      | 15.25          
37    | 检测                             | 76574      | 14.75          
38    | 内部                             | 76241      | 14.69          
39    | 时间                             | 75814      | 14.61          
40    | 端                              | 75599      | 14.57          
41    | 高                              | 70064      | 13.50          
42    | 出                              | 68324      | 13.17          
43    | 滑动                             | 68028      | 13.11          
44    | 机构                             | 66818      | 12.87          
45    | 驱动                             | 66764      | 12.86          
46    | 来源                             | 66639      | 12.84          
47    | 操作                             | 66282      | 12.77          
48    | 一侧                             | 66205      | 12.76          
49    | 目标                             | 65562      | 12.63          
50    | 效果                             | 64904      | 12.51          
51    | 杆                              | 64875      | 12.50          
52    | 两侧                             | 64837      | 12.49          
53    | 状态                             | 64827      | 12.49          
54    | 底部                             | 64729      | 12.47          
55    | 降低                             | 63968      | 12.33          
56    | 至少                             | 63187      | 12.18          
57    | 效率                             | 62994      | 12.14          
58    | 申请                             | 62485      | 12.04          
59    | 值                              | 62101      | 11.97          
60    | 依次                             | 61022      | 11.76          
61    | 解决                             | 60848      | 11.72          
62    | 输入                             | 60632      | 11.68          
63    | 槽                              | 59955      | 11.55          
64    | 接收                             | 59457      | 11.46          
65    | 块                              | 58729      | 11.32          
66    | 号                              | 58727      | 11.32          
67    | 方式                             | 58232      | 11.22          
68    | 更                              | 58138      | 11.20          
69    | 预设                             | 56144      | 10.82          
70    | 大于                             | 55530      | 10.70          
71    | 调节                             | 55154      | 10.63          
72    | 模型                             | 55117      | 10.62          
73    | 生成                             | 55112      | 10.62          
74    | 开设                             | 54572      | 10.52          
75    | 电机                             | 54085      | 10.42          
76    | 第三                             | 54033      | 10.41          
77    | 公众                             | 53840      | 10.37          
78    | 两端                             | 53621      | 10.33          
79    | 质量                             | 53566      | 10.32          
80    | 参数                             | 53435      | 10.30          
81    | 另一端                            | 53420      | 10.29          
82    | 支撑                             | 53371      | 10.28          
83    | 信号                             | 51545      | 9.93           
84    | 温度                             | 51343      | 9.89           
85    | 外                              | 50670      | 9.76           
86    | 判断                             | 50569      | 9.74           
87    | 工作                             | 50003      | 9.63           
88    | 轴                              | 49992      | 9.63           
89    | 顶部                             | 49686      | 9.57           
90    | 搜索                             | 49269      | 9.49           
91    | 均匀                             | 48848      | 9.41           
92    | 弹簧                             | 48670      | 9.38           
93    | 处                              | 48281      | 9.30           
94    | 配合                             | 47804      | 9.21           
95    | 情况                             | 47080      | 9.07           
96    | 孔                              | 46749      | 9.01           
97    | 条件                             | 46354      | 8.93           
98    | 混合                             | 45994      | 8.86           
99    | 模块                             | 45992      | 8.86           
100   | 区域                             | 45298      | 8.73           

Year: 2021 (Total Docs: 478520)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 304176     | 63.57          
2     | 设置                             | 185604     | 38.79          
3     | 之间                             | 173016     | 36.16          
4     | 第一                             | 172082     | 35.96          
5     | 领域                             | 166587     | 34.81          
6     | 技术                             | 161537     | 33.76          
7     | 时                              | 160826     | 33.61          
8     | 固定                             | 135605     | 28.34          
9     | 数据                             | 131067     | 27.39          
10    | 提高                             | 129050     | 26.97          
11    | 克                              | 114105     | 23.85          
12    | 数据网                            | 113782     | 23.78          
13    | 马                              | 113740     | 23.77          
14    | 安装                             | 112403     | 23.49          
15    | 均                              | 110051     | 23.00          
16    | 马克                             | 105031     | 21.95          
